Zip|IncomeRange|NumberOfReturns
11941|$100,000 under $200,000|370
11944|$100,000 under $200,000|370
12077|$75,000 under $100,000|370
12149|$1 under $25,000|370
12154|$1 under $25,000|370
12446|$50,000 under $75,000|370
12525|$25,000 under $50,000|370
12564|$75,000 under $100,000|370
12754|$50,000 under $75,000|370
12780|$1 under $25,000|370
12817|$1 under $25,000|370
12850|$1 under $25,000|370
13029|$75,000 under $100,000|370
13332|$1 under $25,000|370
13339|$50,000 under $75,000|370
13346|$100,000 under $200,000|370
13408|$1 under $25,000|370
13456|$100,000 under $200,000|370
13461|$25,000 under $50,000|370
13613|$1 under $25,000|370
13642|$100,000 under $200,000|370
13783|$1 under $25,000|370
13904|$100,000 under $200,000|370
14011|$75,000 under $100,000|370
14047|$75,000 under $100,000|370
14081|$25,000 under $50,000|370
14521|$25,000 under $50,000|370
14525|$1 under $25,000|370
14551|$50,000 under $75,000|370
14724|$1 under $25,000|370
14747|$1 under $25,000|370
14847|$1 under $25,000|370
14871|$50,000 under $75,000|370
14873|$1 under $25,000|370
14895|$75,000 under $100,000|370
10504|$25,000 under $50,000|360
10532|$25,000 under $50,000|360
10536|$75,000 under $100,000|360
10547|$75,000 under $100,000|360
10590|$25,000 under $50,000|360
10926|$100,000 under $200,000|360
10927|$75,000 under $100,000|360
10983|$50,000 under $75,000|360
11423|$200,000 or more|360
11691|$200,000 or more|360
11718|$1 under $25,000|360
11719|$1 under $25,000|360
11721|$50,000 under $75,000|360
11732|$200,000 or more|360
11954|$100,000 under $200,000|360
12047|$200,000 or more|360
12072|$1 under $25,000|360
12090|$100,000 under $200,000|360
12305|$50,000 under $75,000|360
12404|$25,000 under $50,000|360
12428|$50,000 under $75,000|360
12466|$25,000 under $50,000|360
12522|$50,000 under $75,000|360
12546|$25,000 under $50,000|360
12563|$75,000 under $100,000|360
12567|$1 under $25,000|360
12580|$25,000 under $50,000|360
12775|$1 under $25,000|360
12779|$25,000 under $50,000|360
12883|$50,000 under $75,000|360
13053|$100,000 under $200,000|360
13060|$25,000 under $50,000|360
13101|$25,000 under $50,000|360
13108|$75,000 under $100,000|360
13126|$200,000 or more|360
13159|$50,000 under $75,000|360
13164|$1 under $25,000|360
13205|$75,000 under $100,000|360
13326|$100,000 under $200,000|360
13350|$100,000 under $200,000|360
13365|$75,000 under $100,000|360
13612|$1 under $25,000|360
13646|$1 under $25,000|360
13697|$1 under $25,000|360
13736|$1 under $25,000|360
14012|$1 under $25,000|360
14105|$50,000 under $75,000|360
14174|$75,000 under $100,000|360
14207|$75,000 under $100,000|360
14454|$75,000 under $100,000|360
14471|$25,000 under $50,000|360
14543|$100,000 under $200,000|360
14590|$50,000 under $75,000|360
14624|$200,000 or more|360
14750|$100,000 under $200,000|360
14770|$25,000 under $50,000|360
14781|$1 under $25,000|360
14801|$50,000 under $75,000|360
14806|$1 under $25,000|360
14807|$25,000 under $50,000|360
14837|$50,000 under $75,000|360
14871|$100,000 under $200,000|360
14883|$50,000 under $75,000|360
10280|$25,000 under $50,000|350
10537|$1 under $25,000|350
10928|$50,000 under $75,000|350
10984|$100,000 under $200,000|350
10994|$75,000 under $100,000|350
11507|$75,000 under $100,000|350
11557|$75,000 under $100,000|350
11703|$200,000 or more|350
11778|$200,000 or more|350
11941|$1 under $25,000|350
12061|$200,000 or more|350
12074|$25,000 under $50,000|350
12083|$100,000 under $200,000|350
12106|$1 under $25,000|350
12154|$25,000 under $50,000|350
12207|$1 under $25,000|350
12458|$1 under $25,000|350
12498|$25,000 under $50,000|350
12508|$200,000 or more|350
12514|$1 under $25,000|350
12549|$200,000 or more|350
12594|$100,000 under $200,000|350
12834|$75,000 under $100,000|350
12845|$50,000 under $75,000|350
12871|$50,000 under $75,000|350
12972|$75,000 under $100,000|350
12983|$75,000 under $100,000|350
13073|$75,000 under $100,000|350
13092|$1 under $25,000|350
13092|$25,000 under $50,000|350
13204|$75,000 under $100,000|350
13326|$50,000 under $75,000|350
13350|$75,000 under $100,000|350
13460|$50,000 under $75,000|350
13495|$1 under $25,000|350
13607|$1 under $25,000|350
13622|$1 under $25,000|350
13734|$1 under $25,000|350
13812|$1 under $25,000|350
13830|$50,000 under $75,000|350
14025|$25,000 under $50,000|350
14040|$1 under $25,000|350
14080|$50,000 under $75,000|350
14136|$50,000 under $75,000|350
14213|$100,000 under $200,000|350
14414|$75,000 under $100,000|350
14476|$1 under $25,000|350
14487|$75,000 under $100,000|350
14514|$75,000 under $100,000|350
14525|$25,000 under $50,000|350
14541|$1 under $25,000|350
14750|$50,000 under $75,000|350
14755|$25,000 under $50,000|350
14782|$1 under $25,000|350
10516|$50,000 under $75,000|340
10532|$50,000 under $75,000|340
10547|$200,000 or more|340
10588|$1 under $25,000|340
10588|$100,000 under $200,000|340
10916|$25,000 under $50,000|340
10958|$100,000 under $200,000|340
10963|$1 under $25,000|340
11023|$75,000 under $100,000|340
11096|$100,000 under $200,000|340
11363|$75,000 under $100,000|340
11697|$25,000 under $50,000|340
11715|$25,000 under $50,000|340
11933|$75,000 under $100,000|340
11954|$50,000 under $75,000|340
11980|$75,000 under $100,000|340
12072|$25,000 under $50,000|340
12075|$25,000 under $50,000|340
12084|$75,000 under $100,000|340
12186|$200,000 or more|340
12208|$200,000 or more|340
12443|$50,000 under $75,000|340
12446|$100,000 under $200,000|340
12487|$25,000 under $50,000|340
12518|$75,000 under $100,000|340
12525|$100,000 under $200,000|340
12542|$75,000 under $100,000|340
12569|$200,000 or more|340
12571|$200,000 or more|340
12583|$1 under $25,000|340
12759|$1 under $25,000|340
12833|$50,000 under $75,000|340
12887|$50,000 under $75,000|340
13044|$25,000 under $50,000|340
13495|$25,000 under $50,000|340
13673|$1 under $25,000|340
14036|$100,000 under $200,000|340
14059|$200,000 or more|340
14068|$200,000 or more|340
14108|$100,000 under $200,000|340
14132|$75,000 under $100,000|340
14172|$25,000 under $50,000|340
14468|$200,000 or more|340
14517|$25,000 under $50,000|340
14543|$25,000 under $50,000|340
14546|$100,000 under $200,000|340
14569|$100,000 under $200,000|340
14619|$75,000 under $100,000|340
14712|$25,000 under $50,000|340
14757|$25,000 under $50,000|340
14809|$1 under $25,000|340
14813|$1 under $25,000|340
14817|$25,000 under $50,000|340
14840|$25,000 under $50,000|340
14879|$1 under $25,000|340
14882|$100,000 under $200,000|340
14886|$75,000 under $100,000|340
14901|$100,000 under $200,000|340
10162|$200,000 or more|330
10533|$50,000 under $75,000|330
10594|$50,000 under $75,000|330
10595|$75,000 under $100,000|330
10913|$50,000 under $75,000|330
10921|$50,000 under $75,000|330
10926|$50,000 under $75,000|330
10962|$50,000 under $75,000|330
10968|$100,000 under $200,000|330
11005|$200,000 or more|330
11509|$200,000 or more|330
11786|$50,000 under $75,000|330
11942|$50,000 under $75,000|330
11971|$200,000 or more|330
12027|$25,000 under $50,000|330
12094|$1 under $25,000|330
12148|$25,000 under $50,000|330
12157|$50,000 under $75,000|330
12514|$100,000 under $200,000|330
12547|$25,000 under $50,000|330
12701|$75,000 under $100,000|330
12827|$50,000 under $75,000|330
12835|$25,000 under $50,000|330
12916|$1 under $25,000|330
12920|$1 under $25,000|330
12921|$25,000 under $50,000|330
12926|$1 under $25,000|330
13040|$25,000 under $50,000|330
13053|$50,000 under $75,000|330
13076|$1 under $25,000|330
13224|$75,000 under $100,000|330
13320|$1 under $25,000|330
13332|$25,000 under $50,000|330
13363|$1 under $25,000|330
13424|$1 under $25,000|330
13624|$100,000 under $200,000|330
13642|$75,000 under $100,000|330
13656|$25,000 under $50,000|330
13685|$1 under $25,000|330
13691|$25,000 under $50,000|330
13730|$25,000 under $50,000|330
13778|$100,000 under $200,000|330
13797|$1 under $25,000|330
13811|$50,000 under $75,000|330
13849|$50,000 under $75,000|330
13865|$100,000 under $200,000|330
14067|$100,000 under $200,000|330
14092|$200,000 or more|330
14101|$1 under $25,000|330
14108|$75,000 under $100,000|330
14139|$1 under $25,000|330
14214|$200,000 or more|330
14416|$50,000 under $75,000|330
14423|$100,000 under $200,000|330
14432|$100,000 under $200,000|330
14433|$50,000 under $75,000|330
14505|$75,000 under $100,000|330
14510|$50,000 under $75,000|330
14617|$200,000 or more|330
14727|$50,000 under $75,000|330
14741|$1 under $25,000|330
14809|$25,000 under $50,000|330
14891|$50,000 under $75,000|330
14892|$100,000 under $200,000|330
14901|$75,000 under $100,000|330
14903|$75,000 under $100,000|330
10006|$50,000 under $75,000|320
10507|$50,000 under $75,000|320
10510|$75,000 under $100,000|320
10511|$1 under $25,000|320
10514|$50,000 under $75,000|320
10523|$200,000 or more|320
10917|$1 under $25,000|320
10973|$1 under $25,000|320
10984|$1 under $25,000|320
10987|$200,000 or more|320
10992|$200,000 or more|320
11004|$200,000 or more|320
11224|$200,000 or more|320
11413|$200,000 or more|320
11418|$200,000 or more|320
11796|$25,000 under $50,000|320
11942|$200,000 or more|320
12015|$100,000 under $200,000|320
12043|$75,000 under $100,000|320
12123|$75,000 under $100,000|320
12196|$25,000 under $50,000|320
12197|$1 under $25,000|320
12498|$50,000 under $75,000|320
12575|$100,000 under $200,000|320
12701|$100,000 under $200,000|320
12816|$50,000 under $75,000|320
12822|$100,000 under $200,000|320
12871|$100,000 under $200,000|320
12912|$1 under $25,000|320
12946|$100,000 under $200,000|320
12996|$1 under $25,000|320
13030|$50,000 under $75,000|320
13042|$1 under $25,000|320
13044|$1 under $25,000|320
13082|$100,000 under $200,000|320
13114|$75,000 under $100,000|320
13140|$50,000 under $75,000|320
13166|$100,000 under $200,000|320
13420|$1 under $25,000|320
13425|$1 under $25,000|320
13459|$1 under $25,000|320
13601|$200,000 or more|320
13618|$1 under $25,000|320
13637|$50,000 under $75,000|320
13658|$25,000 under $50,000|320
13748|$50,000 under $75,000|320
13754|$25,000 under $50,000|320
13803|$50,000 under $75,000|320
13904|$75,000 under $100,000|320
14209|$100,000 under $200,000|320
14435|$25,000 under $50,000|320
14485|$50,000 under $75,000|320
14505|$100,000 under $200,000|320
14604|$25,000 under $50,000|320
14787|$50,000 under $75,000|320
14826|$1 under $25,000|320
14847|$25,000 under $50,000|320
14882|$50,000 under $75,000|320
10007|$25,000 under $50,000|310
10504|$50,000 under $75,000|310
10524|$25,000 under $50,000|310
10590|$50,000 under $75,000|310
11514|$75,000 under $100,000|310
11715|$200,000 or more|310
11721|$75,000 under $100,000|310
11935|$25,000 under $50,000|310
11955|$100,000 under $200,000|310
11971|$75,000 under $100,000|310
12074|$100,000 under $200,000|310
12122|$50,000 under $75,000|310
12144|$200,000 or more|310
12148|$200,000 or more|310
12148|$50,000 under $75,000|310
12206|$100,000 under $200,000|310
12522|$100,000 under $200,000|310
12543|$50,000 under $75,000|310
12567|$25,000 under $50,000|310
12721|$75,000 under $100,000|310
12850|$25,000 under $50,000|310
12918|$1 under $25,000|310
12918|$25,000 under $50,000|310
12962|$75,000 under $100,000|310
12979|$25,000 under $50,000|310
12981|$25,000 under $50,000|310
13033|$50,000 under $75,000|310
13110|$1 under $25,000|310
13116|$50,000 under $75,000|310
13120|$25,000 under $50,000|310
13146|$1 under $25,000|310
13202|$50,000 under $75,000|310
13203|$100,000 under $200,000|310
13316|$100,000 under $200,000|310
13408|$25,000 under $50,000|310
13409|$25,000 under $50,000|310
13624|$50,000 under $75,000|310
13736|$25,000 under $50,000|310
13746|$25,000 under $50,000|310
13753|$50,000 under $75,000|310
13862|$50,000 under $75,000|310
13865|$75,000 under $100,000|310
14005|$1 under $25,000|310
14009|$100,000 under $200,000|310
14025|$100,000 under $200,000|310
14125|$50,000 under $75,000|310
14131|$75,000 under $100,000|310
14171|$1 under $25,000|310
14469|$75,000 under $100,000|310
14476|$25,000 under $50,000|310
14485|$100,000 under $200,000|310
14504|$1 under $25,000|310
14544|$1 under $25,000|310
14739|$25,000 under $50,000|310
14743|$1 under $25,000|310
14892|$75,000 under $100,000|310
10006|$1 under $25,000|300
10006|$75,000 under $100,000|300
10007|$50,000 under $75,000|300
10594|$25,000 under $50,000|300
10913|$25,000 under $50,000|300
10925|$75,000 under $100,000|300
10976|$1 under $25,000|300
10996|$100,000 under $200,000|300
11024|$50,000 under $75,000|300
11579|$50,000 under $75,000|300
11697|$50,000 under $75,000|300
11955|$50,000 under $75,000|300
11978|$100,000 under $200,000|300
12083|$50,000 under $75,000|300
12143|$75,000 under $100,000|300
12157|$100,000 under $200,000|300
12170|$75,000 under $100,000|300
12306|$200,000 or more|300
12545|$50,000 under $75,000|300
12575|$1 under $25,000|300
12578|$1 under $25,000|300
12594|$50,000 under $75,000|300
12790|$100,000 under $200,000|300
12814|$1 under $25,000|300
12816|$100,000 under $200,000|300
12822|$75,000 under $100,000|300
12885|$50,000 under $75,000|300
12928|$1 under $25,000|300
12944|$50,000 under $75,000|300
12986|$100,000 under $200,000|300
12992|$100,000 under $200,000|300
13074|$50,000 under $75,000|300
13116|$100,000 under $200,000|300
13118|$100,000 under $200,000|300
13131|$50,000 under $75,000|300
13132|$50,000 under $75,000|300
13164|$100,000 under $200,000|300
13327|$1 under $25,000|300
13416|$1 under $25,000|300
13456|$50,000 under $75,000|300
13493|$1 under $25,000|300
13605|$50,000 under $75,000|300
13606|$25,000 under $50,000|300
13612|$25,000 under $50,000|300
13620|$1 under $25,000|300
13658|$1 under $25,000|300
13679|$1 under $25,000|300
13903|$200,000 or more|300
14036|$75,000 under $100,000|300
14042|$50,000 under $75,000|300
14170|$1 under $25,000|300
14203|$1 under $25,000|300
14422|$1 under $25,000|300
14548|$50,000 under $75,000|300
14560|$1 under $25,000|300
14569|$75,000 under $100,000|300
14621|$75,000 under $100,000|300
14718|$1 under $25,000|300
14775|$25,000 under $50,000|300
14865|$25,000 under $50,000|300
10004|$50,000 under $75,000|290
10533|$75,000 under $100,000|290
10560|$25,000 under $50,000|290
10928|$100,000 under $200,000|290
10958|$25,000 under $50,000|290
10983|$75,000 under $100,000|290
10993|$100,000 under $200,000|290
11020|$50,000 under $75,000|290
11109|$1 under $25,000|290
11232|$200,000 or more|290
11516|$75,000 under $100,000|290
11559|$75,000 under $100,000|290
11697|$200,000 or more|290
11697|$75,000 under $100,000|290
11719|$25,000 under $50,000|290
11749|$100,000 under $200,000|290
11749|$50,000 under $75,000|290
11804|$25,000 under $50,000|290
11977|$100,000 under $200,000|290
12009|$200,000 or more|290
12025|$75,000 under $100,000|290
12037|$50,000 under $75,000|290
12154|$100,000 under $200,000|290
12167|$25,000 under $50,000|290
12458|$25,000 under $50,000|290
12472|$1 under $25,000|290
12491|$1 under $25,000|290
12528|$200,000 or more|290
12529|$25,000 under $50,000|290
12564|$200,000 or more|290
12581|$1 under $25,000|290
12589|$200,000 or more|290
12776|$1 under $25,000|290
12788|$1 under $25,000|290
12817|$25,000 under $50,000|290
12832|$100,000 under $200,000|290
12832|$75,000 under $100,000|290
12916|$25,000 under $50,000|290
12981|$1 under $25,000|290
13042|$25,000 under $50,000|290
13068|$75,000 under $100,000|290
13076|$25,000 under $50,000|290
13080|$50,000 under $75,000|290
13135|$75,000 under $100,000|290
13142|$75,000 under $100,000|290
13208|$100,000 under $200,000|290
13309|$100,000 under $200,000|290
13309|$75,000 under $100,000|290
13438|$50,000 under $75,000|290
13452|$50,000 under $75,000|290
13603|$75,000 under $100,000|290
13613|$25,000 under $50,000|290
13634|$50,000 under $75,000|290
13660|$1 under $25,000|290
13734|$25,000 under $50,000|290
14423|$75,000 under $100,000|290
14427|$1 under $25,000|290
14489|$75,000 under $100,000|290
14546|$75,000 under $100,000|290
14715|$25,000 under $50,000|290
14716|$25,000 under $50,000|290
14737|$50,000 under $75,000|290
14738|$50,000 under $75,000|290
14813|$25,000 under $50,000|290
14814|$1 under $25,000|290
10004|$1 under $25,000|280
10516|$75,000 under $100,000|280
10537|$25,000 under $50,000|280
10548|$25,000 under $50,000|280
10916|$50,000 under $75,000|280
10921|$75,000 under $100,000|280
10998|$25,000 under $50,000|280
11096|$75,000 under $100,000|280
11203|$200,000 or more|280
11370|$200,000 or more|280
11509|$1 under $25,000|280
11509|$100,000 under $200,000|280
11558|$200,000 or more|280
11752|$200,000 or more|280
11940|$200,000 or more|280
11940|$75,000 under $100,000|280
11944|$50,000 under $75,000|280
11961|$200,000 or more|280
11976|$1 under $25,000|280
12051|$50,000 under $75,000|280
12075|$100,000 under $200,000|280
12094|$25,000 under $50,000|280
12205|$200,000 or more|280
12206|$75,000 under $100,000|280
12404|$100,000 under $200,000|280
12440|$1 under $25,000|280
12477|$200,000 or more|280
12484|$100,000 under $200,000|280
12484|$25,000 under $50,000|280
12501|$1 under $25,000|280
12515|$1 under $25,000|280
12518|$200,000 or more|280
12520|$25,000 under $50,000|280
12526|$100,000 under $200,000|280
12526|$50,000 under $75,000|280
12531|$25,000 under $50,000|280
12547|$100,000 under $200,000|280
12577|$100,000 under $200,000|280
12582|$50,000 under $75,000|280
12729|$1 under $25,000|280
12747|$1 under $25,000|280
12748|$1 under $25,000|280
12775|$100,000 under $200,000|280
12789|$1 under $25,000|280
12912|$25,000 under $50,000|280
12920|$25,000 under $50,000|280
12958|$1 under $25,000|280
13030|$100,000 under $200,000|280
13083|$1 under $25,000|280
13110|$25,000 under $50,000|280
13132|$100,000 under $200,000|280
13143|$25,000 under $50,000|280
13145|$1 under $25,000|280
13159|$75,000 under $100,000|280
13160|$1 under $25,000|280
13166|$75,000 under $100,000|280
13205|$100,000 under $200,000|280
13302|$1 under $25,000|280
13323|$200,000 or more|280
13324|$1 under $25,000|280
13327|$25,000 under $50,000|280
13354|$50,000 under $75,000|280
13363|$25,000 under $50,000|280
13403|$75,000 under $100,000|280
13424|$25,000 under $50,000|280
13433|$1 under $25,000|280
13440|$200,000 or more|280
13476|$50,000 under $75,000|280
13605|$100,000 under $200,000|280
13616|$25,000 under $50,000|280
13626|$1 under $25,000|280
13626|$25,000 under $50,000|280
13634|$100,000 under $200,000|280
13795|$50,000 under $75,000|280
13808|$1 under $25,000|280
14008|$1 under $25,000|280
14012|$25,000 under $50,000|280
14067|$75,000 under $100,000|280
14138|$1 under $25,000|280
14416|$100,000 under $200,000|280
14432|$75,000 under $100,000|280
14445|$100,000 under $200,000|280
14489|$100,000 under $200,000|280
14516|$1 under $25,000|280
14516|$25,000 under $50,000|280
14607|$200,000 or more|280
14706|$75,000 under $100,000|280
14724|$25,000 under $50,000|280
14747|$25,000 under $50,000|280
14818|$1 under $25,000|280
14838|$1 under $25,000|280
14867|$100,000 under $200,000|280
14871|$75,000 under $100,000|280
10007|$75,000 under $100,000|270
10030|$200,000 or more|270
10464|$75,000 under $100,000|270
10537|$100,000 under $200,000|270
10703|$200,000 or more|270
10962|$75,000 under $100,000|270
10974|$25,000 under $50,000|270
11109|$25,000 under $50,000|270
11715|$50,000 under $75,000|270
11715|$75,000 under $100,000|270
11786|$75,000 under $100,000|270
11952|$200,000 or more|270
11952|$75,000 under $100,000|270
12027|$50,000 under $75,000|270
12027|$75,000 under $100,000|270
12051|$100,000 under $200,000|270
12053|$75,000 under $100,000|270
12056|$1 under $25,000|270
12056|$100,000 under $200,000|270
12116|$1 under $25,000|270
12149|$25,000 under $50,000|270
12155|$1 under $25,000|270
12210|$100,000 under $200,000|270
12210|$75,000 under $100,000|270
12451|$1 under $25,000|270
12466|$50,000 under $75,000|270
12501|$25,000 under $50,000|270
12523|$1 under $25,000|270
12525|$50,000 under $75,000|270
12565|$1 under $25,000|270
12582|$75,000 under $100,000|270
12723|$1 under $25,000|270
12846|$50,000 under $75,000|270
12859|$1 under $25,000|270
12865|$50,000 under $75,000|270
12986|$75,000 under $100,000|270
13112|$1 under $25,000|270
13203|$75,000 under $100,000|270
13224|$200,000 or more|270
13316|$75,000 under $100,000|270
13317|$50,000 under $75,000|270
13354|$100,000 under $200,000|270
13439|$50,000 under $75,000|270
13461|$100,000 under $200,000|270
13461|$50,000 under $75,000|270
13478|$50,000 under $75,000|270
13491|$50,000 under $75,000|270
13625|$1 under $25,000|270
13648|$1 under $25,000|270
13648|$25,000 under $50,000|270
13652|$1 under $25,000|270
13654|$1 under $25,000|270
13654|$25,000 under $50,000|270
13673|$25,000 under $50,000|270
13685|$25,000 under $50,000|270
13743|$50,000 under $75,000|270
13778|$75,000 under $100,000|270
13797|$25,000 under $50,000|270
13812|$25,000 under $50,000|270
13833|$50,000 under $75,000|270
13838|$50,000 under $75,000|270
13843|$1 under $25,000|270
13905|$200,000 or more|270
14033|$1 under $25,000|270
14033|$100,000 under $200,000|270
14170|$25,000 under $50,000|270
14171|$25,000 under $50,000|270
14422|$25,000 under $50,000|270
14427|$25,000 under $50,000|270
14481|$1 under $25,000|270
14504|$25,000 under $50,000|270
14512|$100,000 under $200,000|270
14541|$25,000 under $50,000|270
14620|$200,000 or more|270
14712|$100,000 under $200,000|270
14733|$50,000 under $75,000|270
14767|$1 under $25,000|270
14772|$50,000 under $75,000|270
14873|$25,000 under $50,000|270
10006|$25,000 under $50,000|260
10069|$25,000 under $50,000|260
10069|$50,000 under $75,000|260
10502|$25,000 under $50,000|260
10941|$200,000 or more|260
10958|$50,000 under $75,000|260
10963|$100,000 under $200,000|260
11732|$25,000 under $50,000|260
11804|$50,000 under $75,000|260
11942|$75,000 under $100,000|260
11967|$200,000 or more|260
12066|$1 under $25,000|260
12074|$50,000 under $75,000|260
12086|$25,000 under $50,000|260
12090|$75,000 under $100,000|260
12106|$100,000 under $200,000|260
12106|$25,000 under $50,000|260
12168|$1 under $25,000|260
12193|$1 under $25,000|260
12428|$100,000 under $200,000|260
12466|$100,000 under $200,000|260
12563|$200,000 or more|260
12578|$100,000 under $200,000|260
12754|$100,000 under $200,000|260
12790|$75,000 under $100,000|260
12809|$50,000 under $75,000|260
12850|$100,000 under $200,000|260
12870|$1 under $25,000|260
12926|$25,000 under $50,000|260
12928|$25,000 under $50,000|260
12957|$1 under $25,000|260
12993|$1 under $25,000|260
13045|$200,000 or more|260
13052|$1 under $25,000|260
13111|$1 under $25,000|260
13118|$75,000 under $100,000|260
13156|$1 under $25,000|260
13160|$25,000 under $50,000|260
13329|$50,000 under $75,000|260
13335|$1 under $25,000|260
13343|$1 under $25,000|260
13417|$50,000 under $75,000|260
13431|$1 under $25,000|260
13459|$25,000 under $50,000|260
13775|$1 under $25,000|260
13783|$25,000 under $50,000|260
13825|$50,000 under $75,000|260
14009|$75,000 under $100,000|260
14025|$50,000 under $75,000|260
14058|$1 under $25,000|260
14065|$1 under $25,000|260
14080|$75,000 under $100,000|260
14111|$50,000 under $75,000|260
14167|$1 under $25,000|260
14170|$100,000 under $200,000|260
14172|$100,000 under $200,000|260
14201|$75,000 under $100,000|260
14211|$75,000 under $100,000|260
14435|$100,000 under $200,000|260
14435|$50,000 under $75,000|260
14466|$1 under $25,000|260
14530|$75,000 under $100,000|260
14532|$100,000 under $200,000|260
14543|$50,000 under $75,000|260
14709|$1 under $25,000|260
14727|$100,000 under $200,000|260
14750|$75,000 under $100,000|260
14787|$100,000 under $200,000|260
14801|$75,000 under $100,000|260
14823|$50,000 under $75,000|260
10502|$50,000 under $75,000|250
10504|$75,000 under $100,000|250
10506|$25,000 under $50,000|250
10511|$100,000 under $200,000|250
10532|$75,000 under $100,000|250
10576|$25,000 under $50,000|250
10590|$75,000 under $100,000|250
10913|$75,000 under $100,000|250
10963|$25,000 under $50,000|250
10973|$100,000 under $200,000|250
10986|$1 under $25,000|250
11435|$200,000 or more|250
11560|$75,000 under $100,000|250
11713|$200,000 or more|250
11724|$100,000 under $200,000|250
11796|$50,000 under $75,000|250
11933|$200,000 or more|250
11935|$200,000 or more|250
11978|$200,000 or more|250
12010|$200,000 or more|250
12015|$50,000 under $75,000|250
12056|$25,000 under $50,000|250
12068|$50,000 under $75,000|250
12093|$1 under $25,000|250
12121|$1 under $25,000|250
12125|$1 under $25,000|250
12134|$100,000 under $200,000|250
12134|$50,000 under $75,000|250
12173|$1 under $25,000|250
12185|$25,000 under $50,000|250
12189|$200,000 or more|250
12193|$25,000 under $50,000|250
12404|$50,000 under $75,000|250
12455|$1 under $25,000|250
12461|$1 under $25,000|250
12487|$100,000 under $200,000|250
12496|$1 under $25,000|250
12523|$25,000 under $50,000|250
12534|$200,000 or more|250
12538|$200,000 or more|250
12577|$1 under $25,000|250
12737|$1 under $25,000|250
12780|$25,000 under $50,000|250
12788|$25,000 under $50,000|250
12789|$25,000 under $50,000|250
12859|$25,000 under $50,000|250
12883|$100,000 under $200,000|250
12910|$1 under $25,000|250
12974|$1 under $25,000|250
12996|$25,000 under $50,000|250
13034|$1 under $25,000|250
13082|$75,000 under $100,000|250
13084|$75,000 under $100,000|250
13146|$25,000 under $50,000|250
13164|$25,000 under $50,000|250
13167|$50,000 under $75,000|250
13324|$25,000 under $50,000|250
13326|$200,000 or more|250
13326|$75,000 under $100,000|250
13346|$50,000 under $75,000|250
13425|$25,000 under $50,000|250
13493|$25,000 under $50,000|250
13622|$25,000 under $50,000|250
13697|$25,000 under $50,000|250
13753|$100,000 under $200,000|250
13856|$100,000 under $200,000|250
14013|$1 under $25,000|250
14058|$25,000 under $50,000|250
14062|$50,000 under $75,000|250
14139|$25,000 under $50,000|250
14172|$50,000 under $75,000|250
14201|$100,000 under $200,000|250
14209|$200,000 or more|250
14548|$100,000 under $200,000|250
14591|$1 under $25,000|250
14619|$100,000 under $200,000|250
14710|$50,000 under $75,000|250
14711|$1 under $25,000|250
14735|$25,000 under $50,000|250
14741|$25,000 under $50,000|250
14812|$50,000 under $75,000|250
14817|$50,000 under $75,000|250
14821|$50,000 under $75,000|250
14879|$25,000 under $50,000|250
14880|$1 under $25,000|250
10505|$1 under $25,000|240
10514|$75,000 under $100,000|240
10524|$50,000 under $75,000|240
10548|$50,000 under $75,000|240
10560|$50,000 under $75,000|240
10968|$200,000 or more|240
10984|$25,000 under $50,000|240
11237|$200,000 or more|240
11514|$200,000 or more|240
11719|$50,000 under $75,000|240
11941|$25,000 under $50,000|240
11976|$200,000 or more|240
12023|$1 under $25,000|240
12037|$100,000 under $200,000|240
12116|$25,000 under $50,000|240
12117|$50,000 under $75,000|240
12138|$50,000 under $75,000|240
12148|$75,000 under $100,000|240
12185|$1 under $25,000|240
12197|$25,000 under $50,000|240
12207|$25,000 under $50,000|240
12449|$50,000 under $75,000|240
12451|$25,000 under $50,000|240
12514|$25,000 under $50,000|240
12516|$1 under $25,000|240
12545|$200,000 or more|240
12580|$50,000 under $75,000|240
12582|$200,000 or more|240
12740|$1 under $25,000|240
12775|$25,000 under $50,000|240
12853|$1 under $25,000|240
12870|$25,000 under $50,000|240
12887|$75,000 under $100,000|240
12919|$50,000 under $75,000|240
12992|$75,000 under $100,000|240
13033|$100,000 under $200,000|240
13052|$25,000 under $50,000|240
13060|$50,000 under $75,000|240
13080|$100,000 under $200,000|240
13088|$200,000 or more|240
13167|$100,000 under $200,000|240
13204|$100,000 under $200,000|240
13308|$50,000 under $75,000|240
13320|$25,000 under $50,000|240
13416|$25,000 under $50,000|240
13428|$1 under $25,000|240
13480|$50,000 under $75,000|240
13616|$1 under $25,000|240
13733|$100,000 under $200,000|240
13809|$1 under $25,000|240
13811|$100,000 under $200,000|240
13856|$75,000 under $100,000|240
14005|$25,000 under $50,000|240
14033|$25,000 under $50,000|240
14034|$1 under $25,000|240
14034|$25,000 under $50,000|240
14040|$25,000 under $50,000|240
14105|$100,000 under $200,000|240
14136|$100,000 under $200,000|240
14138|$25,000 under $50,000|240
14209|$75,000 under $100,000|240
14416|$75,000 under $100,000|240
14481|$25,000 under $50,000|240
14525|$50,000 under $75,000|240
14530|$100,000 under $200,000|240
14532|$75,000 under $100,000|240
14550|$1 under $25,000|240
14551|$75,000 under $100,000|240
14560|$25,000 under $50,000|240
14838|$25,000 under $50,000|240
14867|$75,000 under $100,000|240
14889|$1 under $25,000|240
10004|$75,000 under $100,000|230
