Zip|IncomeRange|NumberOfReturns
10282|$1 under $25,000|230
10462|$200,000 or more|230
10507|$75,000 under $100,000|230
10511|$25,000 under $50,000|230
10526|$1 under $25,000|230
10546|$200,000 or more|230
10594|$75,000 under $100,000|230
10916|$200,000 or more|230
10916|$75,000 under $100,000|230
10917|$100,000 under $200,000|230
10928|$75,000 under $100,000|230
10986|$100,000 under $200,000|230
10987|$25,000 under $50,000|230
11422|$200,000 or more|230
11579|$75,000 under $100,000|230
11732|$50,000 under $75,000|230
11935|$50,000 under $75,000|230
11953|$200,000 or more|230
11954|$75,000 under $100,000|230
11978|$50,000 under $75,000|230
12018|$200,000 or more|230
12023|$25,000 under $50,000|230
12057|$1 under $25,000|230
12066|$25,000 under $50,000|230
12086|$1 under $25,000|230
12106|$50,000 under $75,000|230
12154|$50,000 under $75,000|230
12183|$50,000 under $75,000|230
12491|$25,000 under $50,000|230
12498|$200,000 or more|230
12498|$75,000 under $100,000|230
12520|$50,000 under $75,000|230
12522|$75,000 under $100,000|230
12543|$100,000 under $200,000|230
12565|$25,000 under $50,000|230
12578|$25,000 under $50,000|230
12586|$200,000 or more|230
12729|$25,000 under $50,000|230
12748|$25,000 under $50,000|230
12758|$50,000 under $75,000|230
12816|$75,000 under $100,000|230
12827|$100,000 under $200,000|230
12833|$75,000 under $100,000|230
12845|$75,000 under $100,000|230
12946|$75,000 under $100,000|230
12958|$25,000 under $50,000|230
13074|$100,000 under $200,000|230
13131|$100,000 under $200,000|230
13304|$1 under $25,000|230
13407|$100,000 under $200,000|230
13407|$75,000 under $100,000|230
13438|$100,000 under $200,000|230
13456|$75,000 under $100,000|230
13477|$1 under $25,000|230
13607|$25,000 under $50,000|230
13620|$25,000 under $50,000|230
13668|$50,000 under $75,000|230
13730|$50,000 under $75,000|230
13733|$75,000 under $100,000|230
13746|$50,000 under $75,000|230
13787|$50,000 under $75,000|230
13835|$1 under $25,000|230
13862|$100,000 under $200,000|230
14028|$1 under $25,000|230
14030|$1 under $25,000|230
14105|$75,000 under $100,000|230
14136|$75,000 under $100,000|230
14150|$200,000 or more|230
14207|$100,000 under $200,000|230
14210|$100,000 under $200,000|230
14223|$200,000 or more|230
14485|$75,000 under $100,000|230
14510|$75,000 under $100,000|230
14519|$200,000 or more|230
14533|$1 under $25,000|230
14572|$75,000 under $100,000|230
14718|$25,000 under $50,000|230
14719|$50,000 under $75,000|230
14731|$1 under $25,000|230
14806|$25,000 under $50,000|230
14807|$50,000 under $75,000|230
14826|$25,000 under $50,000|230
14840|$100,000 under $200,000|230
14840|$50,000 under $75,000|230
14891|$100,000 under $200,000|230
14894|$1 under $25,000|230
14898|$1 under $25,000|230
10004|$25,000 under $50,000|220
10524|$75,000 under $100,000|220
10526|$200,000 or more|220
10597|$200,000 or more|220
10968|$1 under $25,000|220
10974|$50,000 under $75,000|220
10987|$50,000 under $75,000|220
10993|$75,000 under $100,000|220
11020|$75,000 under $100,000|220
11024|$75,000 under $100,000|220
11356|$200,000 or more|220
11548|$1 under $25,000|220
11749|$75,000 under $100,000|220
11954|$200,000 or more|220
11977|$200,000 or more|220
12023|$100,000 under $200,000|220
12062|$1 under $25,000|220
12083|$75,000 under $100,000|220
12137|$25,000 under $50,000|220
12140|$100,000 under $200,000|220
12168|$25,000 under $50,000|220
12188|$200,000 or more|220
12192|$1 under $25,000|220
12196|$50,000 under $75,000|220
12307|$50,000 under $75,000|220
12413|$50,000 under $75,000|220
12428|$75,000 under $100,000|220
12440|$25,000 under $50,000|220
12443|$75,000 under $100,000|220
12463|$1 under $25,000|220
12531|$50,000 under $75,000|220
12545|$75,000 under $100,000|220
12548|$1 under $25,000|220
12580|$75,000 under $100,000|220
12583|$25,000 under $50,000|220
12594|$75,000 under $100,000|220
12740|$25,000 under $50,000|220
12758|$100,000 under $200,000|220
12764|$1 under $25,000|220
12775|$50,000 under $75,000|220
12809|$100,000 under $200,000|220
12814|$25,000 under $50,000|220
12887|$100,000 under $200,000|220
12937|$1 under $25,000|220
13040|$50,000 under $75,000|220
13054|$1 under $25,000|220
13156|$25,000 under $50,000|220
13158|$1 under $25,000|220
13211|$75,000 under $100,000|220
13339|$100,000 under $200,000|220
13343|$25,000 under $50,000|220
13346|$75,000 under $100,000|220
13402|$1 under $25,000|220
13411|$50,000 under $75,000|220
13431|$25,000 under $50,000|220
13492|$200,000 or more|220
13501|$200,000 or more|220
13624|$75,000 under $100,000|220
13652|$25,000 under $50,000|220
13660|$25,000 under $50,000|220
13691|$50,000 under $75,000|220
13694|$1 under $25,000|220
13796|$1 under $25,000|220
13839|$1 under $25,000|220
14024|$1 under $25,000|220
14101|$25,000 under $50,000|220
14111|$100,000 under $200,000|220
14125|$100,000 under $200,000|220
14145|$1 under $25,000|220
14202|$200,000 or more|220
14202|$50,000 under $75,000|220
14301|$75,000 under $100,000|220
14303|$50,000 under $75,000|220
14456|$200,000 or more|220
14471|$50,000 under $75,000|220
14477|$1 under $25,000|220
14507|$1 under $25,000|220
14512|$75,000 under $100,000|220
14544|$25,000 under $50,000|220
14550|$25,000 under $50,000|220
14571|$1 under $25,000|220
14572|$100,000 under $200,000|220
14727|$75,000 under $100,000|220
14757|$50,000 under $75,000|220
14782|$25,000 under $50,000|220
14801|$100,000 under $200,000|220
14814|$100,000 under $200,000|220
14818|$25,000 under $50,000|220
14837|$100,000 under $200,000|220
14864|$1 under $25,000|220
14882|$75,000 under $100,000|220
10069|$75,000 under $100,000|210
10577|$100,000 under $200,000|210
10926|$75,000 under $100,000|210
10973|$25,000 under $50,000|210
11420|$200,000 or more|210
11796|$75,000 under $100,000|210
11804|$75,000 under $100,000|210
11944|$75,000 under $100,000|210
12074|$75,000 under $100,000|210
12075|$50,000 under $75,000|210
12087|$1 under $25,000|210
12122|$100,000 under $200,000|210
12122|$75,000 under $100,000|210
12125|$25,000 under $50,000|210
12137|$1 under $25,000|210
12138|$100,000 under $200,000|210
12155|$25,000 under $50,000|210
12157|$75,000 under $100,000|210
12173|$25,000 under $50,000|210
12198|$200,000 or more|210
12204|$200,000 or more|210
12431|$1 under $25,000|210
12446|$75,000 under $100,000|210
12449|$100,000 under $200,000|210
12484|$50,000 under $75,000|210
12487|$50,000 under $75,000|210
12515|$25,000 under $50,000|210
12566|$200,000 or more|210
12575|$25,000 under $50,000|210
12581|$25,000 under $50,000|210
12754|$75,000 under $100,000|210
12780|$100,000 under $200,000|210
12835|$50,000 under $75,000|210
12850|$50,000 under $75,000|210
12883|$75,000 under $100,000|210
12910|$25,000 under $50,000|210
12917|$1 under $25,000|210
12918|$50,000 under $75,000|210
12941|$1 under $25,000|210
12957|$25,000 under $50,000|210
12966|$50,000 under $75,000|210
12980|$1 under $25,000|210
13030|$75,000 under $100,000|210
13034|$25,000 under $50,000|210
13063|$1 under $25,000|210
13101|$50,000 under $75,000|210
13111|$25,000 under $50,000|210
13112|$25,000 under $50,000|210
13132|$75,000 under $100,000|210
13140|$75,000 under $100,000|210
13144|$1 under $25,000|210
13145|$25,000 under $50,000|210
13315|$1 under $25,000|210
13338|$1 under $25,000|210
13339|$75,000 under $100,000|210
13402|$25,000 under $50,000|210
13464|$1 under $25,000|210
13471|$50,000 under $75,000|210
13478|$100,000 under $200,000|210
13606|$50,000 under $75,000|210
13612|$50,000 under $75,000|210
13625|$25,000 under $50,000|210
13646|$25,000 under $50,000|210
13658|$50,000 under $75,000|210
13668|$100,000 under $200,000|210
13743|$100,000 under $200,000|210
13748|$100,000 under $200,000|210
13807|$1 under $25,000|210
13808|$25,000 under $50,000|210
13830|$100,000 under $200,000|210
13833|$75,000 under $100,000|210
13843|$25,000 under $50,000|210
13849|$100,000 under $200,000|210
13849|$75,000 under $100,000|210
14070|$100,000 under $200,000|210
14070|$75,000 under $100,000|210
14098|$50,000 under $75,000|210
14139|$100,000 under $200,000|210
14145|$25,000 under $50,000|210
14167|$25,000 under $50,000|210
14521|$50,000 under $75,000|210
14543|$75,000 under $100,000|210
14551|$100,000 under $200,000|210
14590|$75,000 under $100,000|210
14621|$100,000 under $200,000|210
14701|$200,000 or more|210
14712|$50,000 under $75,000|210
14770|$50,000 under $75,000|210
14781|$25,000 under $50,000|210
14787|$75,000 under $100,000|210
14858|$1 under $25,000|210
10039|$200,000 or more|200
10464|$200,000 or more|200
10502|$75,000 under $100,000|200
10526|$100,000 under $200,000|200
10560|$75,000 under $100,000|200
10576|$50,000 under $75,000|200
10588|$25,000 under $50,000|200
10923|$200,000 or more|200
10996|$75,000 under $100,000|200
11434|$200,000 or more|200
11568|$100,000 under $200,000|200
11568|$25,000 under $50,000|200
11718|$25,000 under $50,000|200
11726|$200,000 or more|200
11732|$75,000 under $100,000|200
11935|$75,000 under $100,000|200
11977|$25,000 under $50,000|200
12015|$75,000 under $100,000|200
12033|$200,000 or more|200
12052|$1 under $25,000|200
12057|$25,000 under $50,000|200
12058|$1 under $25,000|200
12059|$1 under $25,000|200
12070|$1 under $25,000|200
12094|$100,000 under $200,000|200
12121|$25,000 under $50,000|200
12166|$1 under $25,000|200
12455|$25,000 under $50,000|200
12463|$25,000 under $50,000|200
12468|$1 under $25,000|200
12472|$25,000 under $50,000|200
12481|$1 under $25,000|200
12485|$1 under $25,000|200
12520|$75,000 under $100,000|200
12521|$1 under $25,000|200
12525|$75,000 under $100,000|200
12547|$50,000 under $75,000|200
12747|$25,000 under $50,000|200
12751|$1 under $25,000|200
12759|$25,000 under $50,000|200
12827|$75,000 under $100,000|200
12842|$1 under $25,000|200
12853|$25,000 under $50,000|200
12903|$1 under $25,000|200
12903|$25,000 under $50,000|200
12903|$50,000 under $75,000|200
12912|$50,000 under $75,000|200
12918|$100,000 under $200,000|200
12921|$100,000 under $200,000|200
12932|$1 under $25,000|200
12935|$1 under $25,000|200
12935|$25,000 under $50,000|200
12959|$1 under $25,000|200
12981|$50,000 under $75,000|200
12997|$1 under $25,000|200
13033|$75,000 under $100,000|200
13041|$200,000 or more|200
13044|$50,000 under $75,000|200
13054|$25,000 under $50,000|200
13057|$200,000 or more|200
13080|$75,000 under $100,000|200
13110|$100,000 under $200,000|200
13140|$100,000 under $200,000|200
13143|$50,000 under $75,000|200
13304|$100,000 under $200,000|200
13304|$25,000 under $50,000|200
13318|$1 under $25,000|200
13335|$25,000 under $50,000|200
13348|$1 under $25,000|200
13433|$25,000 under $50,000|200
13438|$75,000 under $100,000|200
13476|$100,000 under $200,000|200
13480|$100,000 under $200,000|200
13605|$75,000 under $100,000|200
13618|$25,000 under $50,000|200
13634|$75,000 under $100,000|200
13655|$50,000 under $75,000|200
13656|$50,000 under $75,000|200
13661|$1 under $25,000|200
13667|$50,000 under $75,000|200
13679|$25,000 under $50,000|200
13685|$50,000 under $75,000|200
13755|$1 under $25,000|200
13801|$1 under $25,000|200
13803|$100,000 under $200,000|200
13809|$25,000 under $50,000|200
13830|$75,000 under $100,000|200
13833|$100,000 under $200,000|200
13864|$1 under $25,000|200
14040|$50,000 under $75,000|200
14054|$1 under $25,000|200
14139|$50,000 under $75,000|200
14170|$50,000 under $75,000|200
14172|$75,000 under $100,000|200
14203|$25,000 under $50,000|200
14217|$200,000 or more|200
14466|$25,000 under $50,000|200
14510|$100,000 under $200,000|200
14533|$25,000 under $50,000|200
14561|$50,000 under $75,000|200
14590|$100,000 under $200,000|200
14604|$50,000 under $75,000|200
14711|$25,000 under $50,000|200
14767|$25,000 under $50,000|200
14779|$75,000 under $100,000|200
14804|$1 under $25,000|200
14869|$1 under $25,000|200
14889|$25,000 under $50,000|200
10037|$200,000 or more|190
10470|$200,000 or more|190
10474|$75,000 under $100,000|190
10963|$50,000 under $75,000|190
10964|$200,000 or more|190
10998|$50,000 under $75,000|190
10998|$75,000 under $100,000|190
11411|$200,000 or more|190
11955|$75,000 under $100,000|190
12062|$25,000 under $50,000|190
12072|$100,000 under $200,000|190
12072|$50,000 under $75,000|190
12092|$1 under $25,000|190
12094|$50,000 under $75,000|190
12121|$100,000 under $200,000|190
12134|$75,000 under $100,000|190
12140|$1 under $25,000|190
12140|$25,000 under $50,000|190
12166|$25,000 under $50,000|190
12192|$25,000 under $50,000|190
12449|$75,000 under $100,000|190
12466|$75,000 under $100,000|190
12486|$1 under $25,000|190
12521|$25,000 under $50,000|190
12526|$75,000 under $100,000|190
12543|$75,000 under $100,000|190
12546|$50,000 under $75,000|190
12567|$100,000 under $200,000|190
12567|$50,000 under $75,000|190
12581|$100,000 under $200,000|190
12746|$1 under $25,000|190
12783|$1 under $25,000|190
12871|$75,000 under $100,000|190
12885|$75,000 under $100,000|190
12919|$100,000 under $200,000|190
12959|$25,000 under $50,000|190
12993|$25,000 under $50,000|190
13029|$200,000 or more|190
13060|$100,000 under $200,000|190
13063|$100,000 under $200,000|190
13063|$25,000 under $50,000|190
13116|$75,000 under $100,000|190
13318|$25,000 under $50,000|190
13334|$1 under $25,000|190
13338|$25,000 under $50,000|190
13354|$75,000 under $100,000|190
13420|$25,000 under $50,000|190
13424|$50,000 under $75,000|190
13452|$100,000 under $200,000|190
13460|$100,000 under $200,000|190
13461|$75,000 under $100,000|190
13490|$1 under $25,000|190
13491|$100,000 under $200,000|190
13650|$1 under $25,000|190
13685|$100,000 under $200,000|190
13694|$25,000 under $50,000|190
13743|$75,000 under $100,000|190
13744|$1 under $25,000|190
13748|$75,000 under $100,000|190
13754|$50,000 under $75,000|190
13775|$25,000 under $50,000|190
13795|$100,000 under $200,000|190
13803|$75,000 under $100,000|190
13811|$75,000 under $100,000|190
13820|$200,000 or more|190
13862|$75,000 under $100,000|190
13901|$200,000 or more|190
14008|$25,000 under $50,000|190
14013|$25,000 under $50,000|190
14030|$25,000 under $50,000|190
14033|$50,000 under $75,000|190
14040|$100,000 under $200,000|190
14055|$1 under $25,000|190
14065|$25,000 under $50,000|190
14081|$50,000 under $75,000|190
14129|$25,000 under $50,000|190
14202|$100,000 under $200,000|190
14212|$75,000 under $100,000|190
14304|$200,000 or more|190
14477|$25,000 under $50,000|190
14516|$50,000 under $75,000|190
14517|$50,000 under $75,000|190
14548|$75,000 under $100,000|190
14591|$25,000 under $50,000|190
14605|$50,000 under $75,000|190
14710|$100,000 under $200,000|190
14740|$1 under $25,000|190
14743|$25,000 under $50,000|190
14803|$1 under $25,000|190
14861|$1 under $25,000|190
14873|$50,000 under $75,000|190
14883|$100,000 under $200,000|190
14894|$25,000 under $50,000|190
14905|$200,000 or more|190
10302|$200,000 or more|180
10466|$200,000 or more|180
10518|$200,000 or more|180
10537|$50,000 under $75,000|180
10588|$50,000 under $75,000|180
10917|$25,000 under $50,000|180
10969|$1 under $25,000|180
11005|$50,000 under $75,000|180
11005|$75,000 under $100,000|180
11207|$200,000 or more|180
11417|$200,000 or more|180
11719|$75,000 under $100,000|180
11722|$200,000 or more|180
11789|$200,000 or more|180
11796|$200,000 or more|180
11941|$50,000 under $75,000|180
11944|$200,000 or more|180
11948|$1 under $25,000|180
12037|$75,000 under $100,000|180
12051|$75,000 under $100,000|180
12056|$50,000 under $75,000|180
12059|$25,000 under $50,000|180
12060|$1 under $25,000|180
12066|$50,000 under $75,000|180
12067|$1 under $25,000|180
12086|$50,000 under $75,000|180
12093|$25,000 under $50,000|180
12117|$100,000 under $200,000|180
12154|$75,000 under $100,000|180
12184|$200,000 or more|180
12193|$50,000 under $75,000|180
12196|$75,000 under $100,000|180
12197|$50,000 under $75,000|180
12442|$1 under $25,000|180
12458|$50,000 under $75,000|180
12486|$25,000 under $50,000|180
12514|$50,000 under $75,000|180
12514|$75,000 under $100,000|180
12516|$25,000 under $50,000|180
12531|$75,000 under $100,000|180
12546|$100,000 under $200,000|180
12583|$100,000 under $200,000|180
12734|$25,000 under $50,000|180
12737|$25,000 under $50,000|180
12758|$75,000 under $100,000|180
12764|$25,000 under $50,000|180
12776|$25,000 under $50,000|180
12817|$50,000 under $75,000|180
12846|$100,000 under $200,000|180
12885|$100,000 under $200,000|180
12920|$50,000 under $75,000|180
12932|$25,000 under $50,000|180
12944|$100,000 under $200,000|180
12979|$50,000 under $75,000|180
12981|$100,000 under $200,000|180
12997|$25,000 under $50,000|180
13042|$50,000 under $75,000|180
13053|$75,000 under $100,000|180
13076|$50,000 under $75,000|180
13110|$50,000 under $75,000|180
13131|$75,000 under $100,000|180
13214|$200,000 or more|180
13219|$200,000 or more|180
13317|$75,000 under $100,000|180
13324|$50,000 under $75,000|180
13327|$50,000 under $75,000|180
13409|$50,000 under $75,000|180
